,gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
37,0042400407,53,PT07M08.00S,1,1610612754,IND,1630169,Haliburton,T. Haliburton,-80,237,25,Missed,1,,,0,v,MISS Haliburton 25' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,3,38
38,0042400407,54,PT07M03.00S,1,1610612754,IND,1631097,Mathurin,B. Mathurin,0,0,0,,0,,,0,v,Mathurin REBOUND (Off:1 Def:0),Rebound,Unknown,1,0,39
39,0042400407,55,PT07M01.00S,1,1610612754,IND,1630169,Haliburton,T. Haliburton,-50,261,27,Made,1,10,14,24,v,Haliburton 27' 3PT Jump Shot (9 PTS) (Mathurin 1 AST),Made Shot,Jump Shot,1,3,40
40,0042400407,57,PT06M58.00S,1,0,,1610612760,,,0,0,0,,0,,,0,h,THUNDER Timeout: Regular (Full 1 Short 0),Timeout,Regular,0,0,41
41,0042400407,58,PT06M58.00S,1,1610612754,IND,1627783,Siakam,P. Siakam,0,0,0,,0,,,0,v,SUB: Toppin FOR Siakam,Substitution,,0,0,42
42,0042400407,60,PT06M43.00S,1,1610612760,OKC,1627936,Caruso,A. Caruso,-191,172,26,Made,1,13,14,27,h,Caruso 26' 3PT Jump Shot (3 PTS) (Gilgeous-Alexander 1 AST),Made Shot,Jump Shot,1,3,43
43,0042400407,62,PT06M13.00S,1,1610612754,IND,1631097,Mathurin,B. Mathurin,-230,53,24,Missed,1,,,0,v,MISS Mathurin 24' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,3,44
44,0042400407,63,PT06M11.00S,1,1610612760,OKC,1628392,Hartenstein,I. Hartenstein,0,0,0,,0,,,0,h,Hartenstein REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,45
45,0042400407,65,PT06M01.00S,1,1610612760,OKC,1631114,Williams,J. Williams,0,0,0,,0,,,0,h,Jump Ball Jal. Williams vs. Nembhard: Tip to Hartenstein,Jump Ball,,0,0,46
46,0042400407,70,PT05M48.00S,1,1610612760,OKC,1627936,Caruso,A. Caruso,201,154,25,Made,1,16,14,30,h,Caruso 25' 3PT Jump Shot (6 PTS) (Gilgeous-Alexander 2 AST),Made Shot,Jump Shot,1,3,47
47,0042400407,72,PT05M36.00S,1,1610612760,OKC,1631114,Williams,J. Williams,0,0,0,,0,,,0,h,Jal. Williams S.FOUL (P1.T3) (J.Tiven),Foul,Shooting,1,0,48
48,0042400407,74,PT05M36.00S,1,1610612754,IND,1629614,Nembhard,A. Nembhard,0,0,0,,0,16,15,31,v,Nembhard Free Throw 1 of 2 (3 PTS),Free Throw,Free Throw 1 of 2,1,0,49
49,0042400407,75,PT05M36.00S,1,1610612760,OKC,1628392,Hartenstein,I. Hartenstein,0,0,0,,0,,,0,h,SUB: Wallace FOR Hartenstein,Substitution,,0,0,50
50,0042400407,76,PT05M36.00S,1,1610612754,IND,1631097,Mathurin,B. Mathurin,0,0,0,,0,,,0,v,SUB: Sheppard FOR Mathurin,Substitution,,0,0,51
51,0042400407,79,PT05M36.00S,1,1610612754,IND,1629614,Nembhard,A. Nembhard,0,0,0,,0,16,16,32,v,Nembhard Free Throw 2 of 2 (4 PTS),Free Throw,Free Throw 2 of 2,1,0,52
52,0042400407,80,PT05M20.00S,1,1610612760,OKC,1627936,Caruso,A. Caruso,-34,10,4,Missed,1,,,0,h,MISS Caruso 4' Driving Layup,Missed Shot,Driving Layup Shot,1,2,53
53,0042400407,81,PT05M18.00S,1,1610612754,IND,1626167,Turner,M. Turner,0,0,0,,0,,,0,v,Turner REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,54
54,0042400407,82,PT05M00.00S,1,1610612754,IND,1630169,Haliburton,T. Haliburton,0,0,0,,0,,,0,v,Haliburton Bad Pass Turnover (P1.T1),Turnover,Bad Pass,1,0,55
55,0042400407,82,PT05M00.00S,1,1610612760,OKC,1627936,Caruso,A. Caruso,0,0,0,,0,,,0,h,Caruso STEAL (1 STL),,,1,0,56
56,0042400407,84,PT04M55.00S,1,1610612760,OKC,1631114,Williams,J. Williams,-10,20,2,Made,1,18,16,34,h,Jal. Williams 2' Running Dunk (2 PTS) (Gilgeous-Alexander 3 AST),Made Shot,Running Dunk Shot,1,2,57
57,0042400407,86,PT04M55.00S,1,0,,1610612754,,,0,0,0,,0,,,0,v,Pacers Timeout: Regular (Reg.1 Short 0),Timeout,Regular,0,0,58
58,0042400407,87,PT04M55.00S,1,1610612754,IND,1630169,Haliburton,T. Haliburton,0,0,0,,0,,,0,v,SUB: McConnell FOR Haliburton,Substitution,,0,0,59
59,0042400407,88,PT04M55.00S,1,1610612754,IND,1629614,Nembhard,A. Nembhard,0,0,0,,0,,,0,v,SUB: Mathurin FOR Nembhard,Substitution,,0,0,60
60,0042400407,89,PT04M55.00S,1,1610612754,IND,1626167,Turner,M. Turner,0,0,0,,0,,,0,v,SUB: Siakam FOR Turner,Substitution,,0,0,61
61,0042400407,93,PT04M32.00S,1,1610612754,IND,204456,McConnell,T. McConnell,-12,137,14,Missed,1,,,0,v,MISS McConnell 14' Turnaround Fadeaway Shot,Missed Shot,Turnaround Fadeaway shot,1,2,62
62,0042400407,95,PT04M31.00S,1,0,,1610612754,,,0,0,0,,0,,,0,v,Pacers Rebound,Rebound,Unknown,1,0,63
63,0042400407,96,PT04M31.00S,1,0,,1610612754,,,0,0,0,,0,,,0,v,Pacers Turnover: Shot Clock (T#2),Turnover,Shot Clock Turnover,0,0,64
64,0042400407,97,PT04M19.00S,1,1610612760,OKC,1627936,Caruso,A. Caruso,-238,34,24,Missed,1,,,0,h,MISS Caruso 24' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,65
65,0042400407,98,PT04M16.00S,1,1610612754,IND,1631097,Mathurin,B. Mathurin,0,0,0,,0,,,0,v,Mathurin REBOUND (Off:1 Def:1),Rebound,Unknown,1,0,66
66,0042400407,99,PT04M05.00S,1,1610612754,IND,1627783,Siakam,P. Siakam,32,8,3,Made,1,18,18,36,v,Siakam 3' Driving Finger Roll Layup (5 PTS) (Mathurin 2 AST),Made Shot,Driving Finger Roll Layup Shot,1,2,67
67,0042400407,101,PT04M05.00S,1,1610612760,OKC,1627936,Caruso,A. Caruso,0,0,0,,0,,,0,h,Caruso S.FOUL (P1.T4) (J.Capers),Foul,Shooting,1,0,68
